title,text,subject,date
BREAKING: MORE HACKED E-MAILS From DNC Released By A Vengeful Guccifer,"It s not the first time that the name of Vladimir Putin has been brought up in the US presidential campaign, but this time the US president used this  argument  while openly campaigning for Clinton against Trump. The situation has become  really ludicrous and it borders on the ridiculous,  believes Gregory R. Copley, editor of Defense & Foreign Affairs. In my 50 odd years covering the US government, I have never seen this level of partisanship within the administration where a sitting president actually regards the opposition party as the enemy of the state,  Copley told RT.The analyst said that the democrats are  blaming the messenger to revert the attention from the message. The message which Donald Trump delivered on RT was unambiguous in his campaign. Just like the fact that WikiLeaks revelation of the hacked emails was very explicit in showing up what the Democratic party itself was doing,  Copley added.The US establishment is  sacrificing key bilateral relationships in order to win [a] domestic election,  believes Copley. He added that neither Obama nor Clinton are interested in unifying the country, but they are rather  interested in winning and engaging in what modern democracy seems to have become   the tyranny of the marginal majority over the marginal minority. When you think about the number of times that the Clinton campaign has brought up President Putin and the alleged Russian hacking of Hillary Clinton s service, it makes you wonder just how desperate they are,  Copley noted.  President Obama has lost literally all prestige in an international community with the loss of prestige he has become desperate.  Read more: RTAnother round of hacked Democratic National Committee documents have been released. Provided by an anonymous representative of a hacker, Guccifer, the 500 megabytes detail the DNC s information technology infrastructure and internal reports on donors.Forbes reports that on Tuesday in London at the Future of Cyber Security Europe conference, Guccifer addressed cybersecurity experts through an unknown and remote transcriber.The notorious hacker then shared a trove of documents ostensibly obtained via a breach of the DNC s cybersecurity. According to Forbes, a password and login was given to them, and the documents they accessed appeared to show details of DNC donors and finances as well as the information technology setup to protect the sensitive data.In July, just as the Democratic National Convention was getting underway, WikiLeaks released the results of the first DNC hack carried out by Guccifer. That hack revealed signs of bias in favor of Hillary Clinton over her primary opponent Bernie Sanders, and consequently led to the resignation of the DNC chair, Debbie Wasserman Schultz, as well as several other top officers.The DNC responded to the latest hack claim Tuesday through its Interim Chair Donna Brazile, who stated that the  DNC is the victim of a crime,  which she blamed on  Russian state-sponsored agents,  while also cautioning that the hacked documents were still being authenticated by the DNC legal team, as  it is common for Russian hackers to forge documents.  ",Government News,"Sep 13, 2016"
 Ohio Fireman Suspended Indefinitely Over Extremely Racist Facebook Post (VIDEO),"An Ohio fireman from Franklin Township has just been suspended over his Facebook post which contains racist remarks. Tyler Roysdon used his social media account to say that if there was an emergency he would rather save a dog than a  n*gger.  While Roysdon is a volunteer fireman, he does receive payment for each emergency run which he takes part in, according to WHIO.And now, with his social media post easy to Google for any potential employers, he might have a hard time getting a job.Roysdon wrote on Facebook that if he had to choose between saving a dog and an African-American man from a burning building, he would save the dog s life because  one dog is more important than a million n*ggers. Roysdon has just learned a valuable lesson: when you write something on social media, other people can read it. The Facebook post was deleted after Fire Chief Steve Bishop instructed him to do so.At this point. Roysdon s case is under review. Recently, a Franklin Township volunteer firefighter posted unacceptable remarks on social media. Upon gaining knowledge of this information, Fire Chief Steve Bishop immediately contacted the firefighter and directed the comments be removed,  the statement reads.  The firefighter was suspended without pay until the Board of Township Trustees could meet to determine a course of action. Chief Bishop does not have the authority to terminate employees. Termination of any township employee requires a vote by the Board of Trustees. Watch:Roysdon s post didn t go over well, according to the responses. One of them read,  Wow is all I can say  while another commenter wrote,  SMH. The fireman s Facebook page looks like Ted Nugent took a sh*t all over it.Apparently, Roysdon likes to go mudding, shooting, fishing, and now he can start collecting coupons, too, since he ll be in a lower income bracket. Life is hard.Images via Facebook. ",News,"September 15, 2017"
 WATCH: Video Shows Cops TRYING To Run Over Black Man With Cruiser,"In something you might expect from a video game instead of real life, police in Sacramento, California are under fire on Monday after a dash cam video was released that showed police trying to run down a black man who reportedly had only a knife. They missed, but they did manage to shoot 50-year-old Joseph Mann 14 times. Now, the community is calling for the police involved to be charged with murder.The incident happened on July 11th. As those on the right will happily point out, the police were called to an apartment complex because Mann was reportedly acting erratically and he had a knife. When police ordered Mann to drop his weapon and get on the ground, Mann instead threw a thermos at the police car.That s when Officers Randy Lozoya and John Tennis came to the scene. They are the officers in the video.In the video, the officers are heard saying,  I m gonna hit him  and  Okay, go for it,  before gunning the engine and aiming for him. Mann was able to evade the police cruiser, but the officers stopped the car, got out and during a foot chase, shot Mann 14 times, killing him.Here it is: Mann was standing stationary on a sidewalk with no one in close proximity when the officers unloaded their guns,  Burris wrote in a letter he said he sent the U.S. Attorney General Loretta Lynch.The family wants murder charges filed.The officers  behaved like big game hunters closing in on an animal,  said John Burris, a lawyer for the family of 50-year-old Joseph Mann.Source: CBS NewsThe Sacramento police are reserving judgement, of course. Spokesman Matthew McPhail didn t say whether cars are permitted as weapons, but he did say,  our officers are encouraged to assess each circumstance and think critically about the tools at their disposal. The two cops have not been fired. They were placed on paid leave for a whole week after the shooting and now they are on desk duty.Again, Mann wasn t an innocent bystander. Methamphetamine was found in his system. The family s lawsuit claims that Mann was  displaying obvious signs of mental distress.  The police followed no protocol for dealing with a mentally distressed person and they made no attempt to deescalate the situation.The bottom line, though, is that the punishment did not fit the crime. If police can t even subdue a man who is armed with only a knife, how are they supposed to deal with a mass shooter or a terrorist? Not all crimes are equal and this certainly wasn t a crime that warranted the death penalty, not that police have that authority anyway.Featured image via video screen capture. ",News,"October 3, 2016"
TWISTED LIBERAL KINDERGARTEN Teacher Allows Transgender Student To “REVEAL” Her “TRUE GENDER” To Class,"Silly parents you don t get to decide if, or when to talk to your kids about the .03% of the population who consider themselves to be  transgender.  And oh yeah your kids teacher will also inform your child that the gender they re born with doesn t matter, and that they can actually choose the gender they identify with.  Because liberal educators know better than you what s best for your child.The Rocklin Academy school board is facing tough questions from parents concerned over a controversial incident involving transgender discussions inside a kindergarten class. These parents feel betrayed by the school district that they were not notified,  said Karen England with the Capitol Resource Institute.WATCH:The incident happened earlier this summer during the last few days of the academic school year.At Monday night s board meeting, the teacher at the center of the controversy spoke out. With emotions high, she addressed a packed house. I m so proud of my students, it was never my intent to harm any students but to help them through a difficult situation,  she said.The teacher defended her actions to read two children s books about transgenderism including one titled  I am Jazz.  She says the books were given to her by a transgender child going through a transition. The kindergartners came home very confused, about whether or not you can pick your gender, whether or not they really were a boy or a girl,  said England.And many parents say they feel betrayed and blindsided. I want her to hear from me as a parent what her gender identity means to her and our family, not from a book that may be controversial,  a parent said. My daughter came home crying and shaking so afraid she could turn into a boy,  another parent said.The issue was not on the agenda, so parents spoke out during public comment. It s really about the parents being informed and involved and giving us the choice and rights of what s being introduced to our kids, and at what age,  said parent Chelsea McQuistan.Many teachers also spoke out in support of what transpired inside the classroom. They spoke about the importance of teaching students about diversity and having healthy dialogues.Unlike sex education, the topics of gender identity don t require prior parental notice.  Sacramento CBS ",left-news,"Aug 22, 2017"
Dyer: ‘LA Times ‘Fake News’ Article is an Attack on Independent Media’,"Jay Dyer 21st Century WireAccording to a recent feature article published by the LA Times, and which has since gone viral, this website, 21st Century Wire, has been placed at the top of a  list  of  fake  news sites compiled by Dr Melissa Zimdars, an associate professor at Merrimack College in Massachusetts. Aside from being a highly political attempt to discredit a number of online news source which Dr Zimdars and the Democratic Party establishment probably labels as  Alt Right,  this coordinated effort also points directly to a much deeper agenda, as part of a larger as psychological operation to create an algorithm for  filtering  (censoring) news items on major internet platforms and social networks.I take that to heart, since I write for 21WIRE. It s no coincidence that this LA Times hit piece comes in the same week that Democratic Party pundits and leaders are blaming Hillary Clinton s loss to Donald Trump on  fake news  posted on Facebook which they claim wrongly influenced voters. Also just by coincidence this week, Facebook, Google and other DNC affiliated Silicon Valley media partners have announced they are planning to draw-up lists of numerous alternative media websites including  right wing  websites as well as known satire sites, and ours  as  fake.  Google and Facebook will then be able to flag and restrict banned websites from being able to earn revenue through their advertising networks. Of course, the real reason for this is explained in my video (watch below) outlining the absurdity of the most astounding liars on the planet   the Mainstream Media  accusing websites like ours as pushing out fake news.  Ultimately, this is an attack on all independent media.It seems that Dr Zimdar s master list  was made to place 21WIRE at the top   and yet, it s perhaps the best site on the list and is the only one that has  been to Syria,  reported on the ground in Aleppo, and even met with Syria  president Assad   all things that most corporate mainstream media outlets have not managed to do. 21WIRE also blasted faux NGO the White Helmets away as a western-funded propaganda front. 21WIRE is subject to regular DDoS attacks and regularly does real journalism. It is also edited by accredited journalists and is frequently featured on radio and television. That is why it has been targeted in this hit piece   because it is independent and not attached to any political party.Watch my video analysis here: ***Jay Dyer is the author of the new book, Esoteric Hollywood: Sex, Cults and Symbols in Film from Trine Day Publishers.  Focusing on film, philosophy, geopolitics and all things esoteric, JaysAnalysis and his podcast, Esoteric Hollywood, investigates the deeper meanings between the headlines, exploring the hidden aspects of our sinister synthetic mass media matrix.READ MORE ELECTION NEWS AT: 21st Century Wire 2016 FilesSUPPORT 21WIRE  SUBSCRIBE NOW & BECOME A MEMBER @21WIRE.TV",US_News,"November 18, 2016"
 Fox’s Shep Smith Has Yet Another EPIC Anti-Trump Rant; Schools Him On ‘Fake News’ (VIDEO),"As Donald Trump has turned his presidency into an all out war against the mainstream media, the media is finding heroes in strange places   namely Fox News, without whose propaganda we likely would never had had even a candidate Trump let alone the new occupant of the White House.Last week, after Trump s disastrous press conference in which he attacked the media, and especially CNN, Fox s Shep Smith had an eight minute rant defending the media and calling out Trump for his lies. Listen to it if you haven t already. It s amazing.A week has passed and Trump hasn t let up on the media. On Friday, he went so far as to call the media the  enemy of the people,  and he vowed to do something about it.  That s beyond dangerous. It s dictator 101.Oh, but it got worse on Friday a lot worse. The White House, in an unprecedented move, banned several news outlets from the briefing room.Shortly after Mr Trump s speech on Friday, a number of selected media organisations were invited into Mr Spicer s office for an informal briefing, or  gaggle .Those allowed into the room included ABC, Fox News, Breitbart News, Reuters and the Washington Times.When asked why some were excluded, Mr Spicer said it was his decision to  expand the pool  of reporters.He also warned the White House was going to  aggressively push back  at  false narratives  in the news.Politico, Buzzfeed and the Daily Mail were also left out, but CNN was the only major US television network to be denied entry.Source: BBCSmith is not happy. He once again called out Trump and this time, told him exactly what  fake news  means.For the report,  fake news  refers to stories that are created by entities pretended to be news organizations and based on nothing of substance. Fake news is made up nonsense delivered for financial gain. CNN s reporting was not fake news. Its journalistics followed the same standards that other organizations, including Fox News, adhere. Senior administration officials regularly speak without attribution so that the public needs to be informed of what our government is doing off the record.Source: MediaiteHere s the video: Even other Fox personalities were upset with the ban:Some at CNN & NYT stood w/FOX News when the Obama admin attacked us & tried 2 exclude us-a WH gaggle should be open to all credentialed orgs https://t.co/8Vjcs0KCPR  Bret Baier (@BretBaier) February 24, 2017IF true that @SeanSpicer & #WH are banning certain disfavored news organizations All must refuse to play along. It s censorship. Who s next?  Geraldo Rivera (@GeraldoRivera) February 24, 2017The Rupert Murdoch owned Wall Street Journal even objected:WSJ says they would not have participated in gaggle had they known of the blocking of others and said they won t in future pic.twitter.com/Osef9I0XPx  Hadas Gold (@Hadas_Gold) February 24, 2017This ploy is sure to backfire on Trump. In just over 30 days, Trump has demonstrated that he s hiding a lot, beginning with his tax returns and his relationship with Russia. The media will win this war and Trump will go down hard, if not in handcuffs. Before that happens, though, we can t let Trump control the country s dialogue. That s what dictators do.Featured image via video screen capture.",News,"February 24, 2017"
PROTESTER HITS COP ON HEAD WITH BALLOON…WATCH Hysterical Reaction When Cop Pops Balloon [VIDEO],***TURN DOWN THE VOLUME***These are the pathetic social justice warriors (SJW s) our colleges and universities are indoctrinating every day https://twitter.com/133760D/status/739160618448609284H/T Weasel Zippers,left-news,"Jun 6, 2016"
" Clinton Campaign Announces BAD News For Trump, Will Participate In Recount (TWEETS)","On Saturday morning, Hillary Clinton s campaign counsel posted a statement to Medium to announce that the campaign will back recounts in Pennsylvania and Michigan if Green Party candidate Jill Stein follows through with reexamining the votes in those states.The post was written by attorney Marc Erik Elias, who said that the campaign had been questioning the results since the election ended, weighing different options. Elias said: It should go without saying that we take these concerns extremely seriously. We certainly understand the heartbreak felt by so many who worked so hard to elect Hillary Clinton, and it is a fundamental principle of our democracy to ensure that every vote is properly counted. Since the day after the election we have had lawyers and data scientists and analysts combing over the results to spot anomalies that would suggest a hacked result. These have included analysts both from within the campaign and outside, with backgrounds in politics, technology and academia. TwitterTwitterTwitterElias said that although actionable evidence of hacking or outside attempts to alter the voting technology  was not found, Stein s successful movement to get votes recounted in Wisconsin has persuaded the Clinton campaign to support the initiative. Now that a recount has been initiated in Wisconsin, we intend to participate in order to ensure the process proceeds in a manner that is fair to all sides. If Jill Stein follows through as she has promised and pursues recounts in Pennsylvania and Michigan, we will take the same approach in those states as well. We do so fully aware that the number of votes separating Donald Trump and Hillary Clinton in the closest of these states Michigan well exceeds the largest margin ever overcome in a recount. But regardless of the potential to change the outcome in any of the states, we feel it is important, on principle, to ensure our campaign is legally represented in any court proceedings and represented on the ground in order to monitor the recount process itself. Echoing Stein s own words about making sure that America s elections maintain integrity, Elias said: We believe we have an obligation to the more than 64 million Americans who cast ballots for Hillary Clinton to participate in ongoing proceedings to ensure that an accurate vote count will be reported. Elias  entire statement can be read here. On Friday afternoon, Stein had filed for a recount in Wisconsin, promising to also follow through in Pennsylvania and Michigan, where Trump is leading by narrow margins. The deadline Stein must file for recounts in those states is Monday and Wednesday.Featured image via Justin Sullivan/Getty Images",News,"November 26, 2016"
BOOM! Conservative Support Grows For RINO John McCain’s Republican Opponent,"It would be great to ditch McCain this next election. In fact, there are many more RINO Republicans that need to go. Dr. Kelli Ward could be the answer:Conservative Campaign Committee PAC came out swinging against entrenched Sen. John McCain (R-AZ)41% and his bid for re-election against conservative Arizona State Senator Kelli Ward (R-Lake Havasu City) in a Saturday email urging PAC supporters to back Ward.The practicing emergency room physician recently returned from a trip to Washington, D.C. during which she met with conservatives pressing for their support. The momentum is building for Conservative Republican Kelli Ward and with your help we can win this race! The most recent Gravis Marketing Survey shows Kelli Ward leading John McCain among Republican voters by a 9-point margin, 45%   36%,  reads a portion of the CCC PAC message.McCain s actions calling conservatives  whacko birds  and  crazies  was called out among the PAC s grievances against the over three-decade D.C. insider.In January 2014 McCain s own party in Arizona censured the Senator for excessive liberal voting including support for the  Gang of Eight  amnesty plan. At the time of the Arizona State Committeemen meeting censure of the Senator, six of the state s fifteen county parties had censured McCain.Maricopa County s Republican Party Committee was among those and cited a  long and terrible record of drafting, co-sponsoring and voting for legislation best associated with liberal Democrats, such as Amnesty, funding for ObamaCare, the debt ceiling, liberal nominees, [and] assaults on the Constitution and 2nd amendment,  as an explanation for their decision.Read more: Breitbart ",politics,"Nov 26, 2015"
FRIDAY DOCUMENT DUMP: 300 CLINTON E-MAILS RELEASED,"The Friday document dump today included 300 of the thousands of yet to be released Clinton e-mails. How convenient to release these on a holiday weekend. We re all being scammed in all this because these are the e-mails hand picked by Hillaries minions. We won t get to the truth because it was destroyed. This entire thing is smelling to high heaven The State Department released its first round of emails from Hillary Clinton s time as Secretary of State on Friday, offering a new look at her handling of the attacks on the U.S. consulate in Benghazi.The roughly 300 emails, about 850 pages, are part of the 30,000 that she turned over to State from her private email server, which she used almost exclusively to conduct both private and public business during her time at State. They reveal a range of correspondence from Clinton, everything from policy briefs to scheduling requests to friendly exchanges with staff.White House press secretary Josh Earnest says the new emails  do not change in any way anyone s understanding  of what happened in Benghazi, and the State Department reiterated the same in a tweet. The emails we release today do not change the essential facts or our understanding of the events before, during, or after the attacks,  the department tweeted.Clinton herself commented on the release at a campaign stop in New Hampshire on Friday, telling reporters she was happy they were out but was waiting for more. It s beginning. I just would like to see it expedited, so we could get more of them out more quickly,  she said.Below, a collection of some of the most newsworthy tidbits from the emails:A supportive boss In one email, sent four days before Christmas in 2012, Clinton sent a note to her entire State Department staff, acknowledging a  challenging week.  She had fainted about a week prior and suffered a concussion, which prevented her from testifying before House and Senate committees on the attacks. We need to learn from the tragedy in Benghazi and make every possible improvement   and we will,  she wrote in the five-paragraph note.One day earlier, Clinton wrote in an email to two top aides headed to the Hill on her behalf:  I ll be nursing my cracked head and cheering you on as you  remain calm and carry on!' One of those aides, Tom Nides, hints that he s not entirely excited about the grilling.Clinton replies:  Well, what doesn t kill you, makes you stronger (as I have rationalized for years), so just survive and you ll have triumphed! In most emails, she s referred to simply as  H. Stress over Benghazi scrutiny One email hints at the scrutiny the State Department was facing over Clinton s response to the Benghazi attacks. In their remarks the day after the attack, both Clinton and President Barack Obama made reference to an anti-Muslim video that some intelligence initially suggested prompted the attacks, a claim that was later found to be mistaken.On Sept. 24, 2012, Jake Sullivan, Clinton s deputy chief of staff at State, forwards her a 24-page document compiling all of the statements she had made after the attacks, and reassures her that she was careful in her wording. You never said spontaneous or characterized the motives. In fact you were careful in your first statement to say we were assessing motive and method,  he says.Sullivan also writes:  The way you treated the video in the Libya context was to say that some sought to *justify* the attack on that basis. Advice on foreign affairs Clinton received advice on foreign affairs from a range of former advisers from outside of the department, including Sidney Blumenthal, the former Clinton White House aide who s drawn scrutiny for issuing over two dozen memos to Clinton on Libya while also advising businesses looking to break into post-Gaddafi Libya.The emails reveal that Clinton often read, commented on and forwarded Blumenthal s memos   which laid out information obtained from his own sources on the situation in Libya   to Sullivan. Blumenthal will comply with a subpoena issued by the House Select Committee on Benghazi this week after his role in advising Clinton emerged.In a September 2012 email, Burns Strider, a senior adviser and director of Faith and Values Outreach on Clinton s 2008 campaign, forwards her a post from CNN s Belief blog by Stephen Prothero titled  My Take: A deadly link between Islamic and anti-Islamic terrorists.  She typically forwards these to State Department aides.Libya security concerns In the years leading up to the attack covered by the emails, there were a number of hints at the decaying security situation in Libya   key sticking point for Republican critics of Clinton s performance at State. Many believe she ignored warnings that the security there was declining and showed poor judgment in failing to beef up protection for U.S. officials there.In June of 2011, Sullivan emailed Hillary warning of a  credible threat against the hotel that our team is using,  and told her security officials would be moving personnel to other locations.She received an update in 2011 from Stevens on how fragile the security forces were in the country. The police chief is a university professor who took on these police duties after the revolution. According to the police chief, there are only 3,000 police in the Benghazi area, down from 6,000 prior to the revolution. Many police simply did not return to their jobs after the revolution, as they feared retaliation, Another email, sent in February of 2012 by then Ambassador to Libya Gene Cretz, warned of  concern here that continuing rivalries among the militias remains dangerous from the perspective of the havoc they can wreak with their firepower and their continued control of select turf. Congratulations and condolences on Benghazi In the days following the attacks, Clinton received a stream of condolences and congratulations from diplomats, lawmakers and world leaders on her handling of the situation.On Sept. 13, Clinton is forwarded an email from U.S. Ambassador to Israel Dan Shapiro, who says that Israeli Prime Minister Benjamin Netanyahu called him to offer  profound condolences  about the Benghazi attack.  He said Israelis know too well how difficult these moments are, and he wanted us all to know that Israelis stand shoulder-to-shoulder with us at such a difficult time,  Shapiro writes.Christian Brose, Sen. John McCain s national security adviser, emailed Sullivan on Sept. 12, 2012, the day Clinton gave a speech honoring those who died in the attacks, sending his boss s compliments.  What a wonderful, strong and moving statement by your boss. Please tell her how much Sen. McCain appreciated it. Me too,  he wrote.Former Secretary of Defense Robert Gates also sent his condolences.Intelligence holes? One October 2012 email underscores the limits of U.S. intelligence. Clinton emailed senior aide Cheryl Mills asking about an NPR report on the attacks. I just heard an NPR report about the CIA station chief in Tripoli sending a cable on 9/12 saying there was no demo etc.,  she wrote.  Do you know about this? Thoughts on the media A transcript of an interview with Wall Street Journal Reporter Monica Langley was circulated among a few top aides with commentary from Philippe Reines, a longtime spokesman for Clinton.He declared the October 10, 2012, conversation as an  awesome interview.  But he went on to say that Langley violated Clinton s personal space, by moving her chair knee-to-knee with the secretary, comparing it to  the dental hygienist rolling around the floor to get the best access to your mouth depending on which tooth she was trying to get access to. I ve never seen a westerner invade her space like that,  Reines wrote. But he went on to describe the interview as  wonderful. One of the best interviews I ve ever witnesses. Wish it were on live TV. Read more: cnn",politics,"May 22, 2015"
TRUMP HANDLES MEXICO Meeting Like A REAL Leader: “We will get those problems solved” [Video], ,politics,"Aug 31, 2016"
FIRE THIS WOMAN! RANTING NYU PROFESSOR GOES APESH*T On Cops At Protest: “F*ck You NYPD!” [Video]," Please RT until we identify this disgusting NYU Professor slandering Police as Nazi Sympathizers #BlueLivesMatter pic.twitter.com/2WgrNJu6mD  Democrats for Trump (@YoungDems4Trump) February 3, 2017",politics,"Feb 3, 2017"
"REAL INDIAN, GOP Senate Hopeful Shiva Ayyadurai Just Got Great News…FAKE INDIAN Elizabeth Warren Aligns Herself With Hillary Clinton In New Fundraising Email","Mass Live  Ayyadurai, who announced his Republican U.S. Senate bid in February, said that while he may not be the GOP establishment s candidate, his track record of overcoming barriers and fighting big institutions makes him the best person to take on the high-powered incumbent. I know that Warren   in spite of (what) people think she is   is extremely weak,  he said in an interview.  She s a formidable enemy, but weak in the sense that where she s fundamentally coming from, her basis of where she s coming from, has massive weakness and I know how to expose that weakness. Ayyadurai, 53, moved to the U.S. from India as a child. He compared the Democratic senator and former Harvard University professor to those at the top of India s caste system   a social structure in which he said his family held a low position. If you look at what we have today, we have a neo-caste system and at the top of that heap is people like Warren,  he said.  They are the academics, career politicians and lawyer/lobbyists. And that clan   is extremely spineless, they never expect to be challenged. And I ve challenged them. Last month, Ayyadurai made news when he sent Democrat Senator Elizabeth Warren a DNA kit for her birthday (which she rejected) after Warren was caught lying about being a Native American on a application for a teaching position at Harvard University, allegedly hoping that her fake minority status would place her ahead of other applicants for the job.Senator Elizabeth Warren is not only a liar, she s also not very bright. Warren sent out an email today that was clearly designed to appeal to women. In the email, Warren names the very unpopular Hillary Clinton, not only once, but twice. Warren starts out the email by mentioning Hillary s name in the first sentence:Hillary Clinton said that  it takes a village,  and she was right.  None of us can raise a family, build a business, heal a community, or lift a country totally alone. Warren used Hillary s name again near the end of her email:Every minute counts to get a campaign off the ground. It mattered the most when the DSCC helped launch my Senate campaign, and when they were there for Hillary when she launched her Senate career 17 years ago.Apparently, Warren missed the dreadful polls showing how the wildly unpopular Hillary Clinton s like ability continues to plummet, even after the race.If Warren stays the course and continues to align herself with Crooked Hillary, the very successful entrepreneur and President Trump supporter Shiva Ayyadurai will no doubt be able to use her embarrassingly bad decision to his advantage.Mass Live- If elected, Ayyadurai said he hopes to bring a sense of innovation to the Senate when it comes to addressing hot-button issues, as well as to look at problems from an engineering and science perspective.Casting himself as a  Lincoln Republican,  the entrepreneur said his campaign platform will largely focus on three areas: immigration, education and innovation.As an immigrant, Ayyadurai said he believes it is important that the U.S. secure its borders, root out so-called sanctuary cities and ensure people enter the country legally.He added that he also supports ensuring parents and students have choices when it comes to public education, and argued that more must be done to address what he called  pay-to-play  academic science research.Ayyadurai, who holds four degrees from the Massachusetts Institute of Technology, is the founder and chairman of CytoSolve, a startup that has developed a  computational platform for scalable integration of molecular pathway models  used in drug development.He is one of three Republicans who have filed paperwork with the Federal Election Commission to run for the Massachusetts Senate seat in 2018.To donate to Shiva Ayyadurai s senate campaign, click HERE.Here is Warren s email:Friend  Hillary Clinton said that  it takes a village,  and she was right.  None of us can raise a family, build a business, heal a community, or lift a country totally alone. I ve seen what a village, a community, and a movement can do, one action at a time. And I ve seen how women can help women   especially when we run for office.I sure remember what it was like running for the Senate as a first-time candidate in 2011. I had to learn everything it took to raise money, build a grassroots organizing operation, and stand up to a Republican incumbent with $10 million in the bank   and I had to do it fast.And here s what I know: I absolutely, positively couldn t have done it on my own.So when the Democratic Senatorial Campaign Committee told me they wanted a strong launch of the Women s Senate Network for the 2018 cycle, to help women run and make sure more voices like mine and Hillary s are in the Senate, I immediately told them:I m all in.Today, I m asking you to join me in becoming a 2018 founding member of the DSCC Women s Senate Network. Because you were there for Hillary, I m hoping you ll add your name to help us build a community to support women who run for office.Now let me be blunt: 2018 is going to be a hard year for Democrats. We ve got 10 women who are up for reelection to the Senate, including me   more than ever before in history. And many are in some really tough races.That s why the DSCC s Women s Senate Network is ramping up its 2018 efforts early to elect and protect smart, tough, and experienced candidates to fight for what s right   senators who understand that being a woman is not a pre-existing condition, that we deserve equal pay for equal work, and that we sure as heck need Planned Parenthood and affordable health care for hardworking families.Let s continue our fight and get more women in leadership in this country.I m counting on you to keep fighting for what we all started: become a 2018 founding member of the DSCC Women s Senate Network today. You ll even get your very own  Nevertheless, She Persisted  sticker when you do!Every minute counts to get a campaign off the ground. It mattered the most when the DSCC helped launch my Senate campaign, and when they were there for Hillary when she launched her Senate career 17 years ago.And with your help, we can be there for the women who need help defending their seats now and for the next generation of women candidates ready to move into leadership. Early help makes all the difference.Thank you for owning a piece of this.Elizabeth ",left-news,"Jul 20, 2017"
WATCH TUCKER CARLSON Face Off With New York Times Editor Who Claims “High Journalistic Standards” At The Liberal Rag [Video], ,left-news,"Dec 3, 2016"
 This BEAUTIFUL Celebrity Farewell Video To President Obama Will Have You BAWLING (VIDEO),"Unfortunately, we will be losing President Obama at noon on January 20th, and he will be replaced with Donald Trump. Think about that   one of the most loving, classy, dignified, accepting, extraordinary men on the planet will be replaced with a buffoon who is quite possibly the most vengeful, bigoted, fraudulent, dangerous man to ever walk the earth. It is truly an American tragedy. Well, we progressives on the ground aren t the only ones who feel this way. There are celebrities who are missing President Obama just as much as we are, and they wanted to make sure he knew it.The likes of A-listers like Tom Hanks, Leonardo DiCaprio, Ellen DeGeneres and more are making sure to give President Obama a great send-off. They all got together and produced an emotional video entitled Yes We Can: Your Most Memorable Moments from the Obama Presidency. In the video, the stars tell stories of their memories of President Obama s eight years in office, and what it meant to them. Here are just a few quotes:John Legend:  I never cried from an election result before.Leonardo DiCaprio: When I was at the U.N. and I heard our president say that climate change is the most important issue facing, not only this generation but also future generations, it was inspiring. Ellen DeGeneres: The CVS experience with Michelle (Obama) was pretty cool and dancing with Barack at his birthday party. And he s a good dancer. He should not get any flack for that   you re a good dancer. Alongside the A-listers, there are also children speaking of what President Obama has meant to them, and how he made them feel. The video is absolutely heartwarming   and heartbreaking as well, considering what we are up against now. Get your tissues out for this one, folks.Watch below, via The Hill:[ad3media campaign= 1413 ]Featured image via video screen capture",News,"January 8, 2017"
BURN! NYT TAKES JAB AT FOX NEWS…Watch How FOX Got Even in a Big Way! [Video],"Sometimes, the left just makes it far too easy to win.It is a well-known fact that President Trump is a big fan of FNC s  FOX & Friends,  tweeting about it often. New York Times  James Poniewozik recently ran a hit piece criticizing the show for its friendly relationship with the president, stating that  President Trump is the show s subject, its programmer, its publicist and its virtual fourth host. The stars offer him flattery, encouragement and advice. While furthering his point, Poniewozik complimented the morning show by calling it the most powerful TV show in America  due to Trump s support. Instead of getting mad, FNC got even. They purchased ads in the New Yorks Times featuring its own accidental compliment. A Fox News source confirmed that the advertisement was in direct response to the article. But the sweet revenge didn t end there. After hearing about FNC s clever move in response to Poniewozik s piece, President Trump tweeted his own jab at the New York Times:Wow, the Failing @nytimes said about @foxandfriends  .the most powerful T.V. show in America.  Donald J. Trump (@realDonaldTrump) July 27, 2017 FOX & Friends  host Steve Doocy held up the ad on air to share the victory with viewers. Co-host Ainsley Earhardt gave the show s viewers all the credit, saying  we have the best viewers. You guys are so awesome. Long-time host Brian Kilmeade joked that it must have been tough for the Times to admit the success of the show before stating the ad was also featured in the New York Post.Looks like Trump isn t the only one in town who can go head to head with the liberal media and come out on top.Read more: Biz Pac Review",politics,"Jul 29, 2017"
