content,label
" This Incredibly Powerful Statement From A Teen Survivor Of A School Shooting Can’t Be Missed When we think of school shootings, we often think of those directly involved   the dead, the wounded, the people who saw the gunman s face. Desiree Palmer was not in the room at Marysville-Pilchuk High School in Washington, when freshman Jaylen Fryberg stormed into the school cafeteria and shot five other students, killing four, before fatally shooting himself. But she, along with an entire community, felt the impact.Desiree s story was brought to my attention by none other than Montel Williams. Williams, a proud, gun-owning conservative, recently said that he watched President Obama outline his plan to ease the suffering in this country by taking executive action on firearms   not, of course, by stripping ownership from law-abiding citizens as the NRA and its acolytes fear, but through a series of common-sense reforms.While some cling to the idea that any reform is a sign that Obama is coming for their guns, Williams takes a more reasonable stance, as he explained via Facebook: I m a proud, responsible gun owner and we ought to be the LOUDEST voices for universal background checks, for keeping guns away from criminals and the mentally ill. That is how to be a proud steward of the  # 2a right I and so many others hold dear. If I thought for a minute the goal was to take my guns, I d oppose it,  Williams told his inevitable detractors.  I m a law abiding American   nothing to fear. I think the corollary to effective background checks is to make it EASIER and more streamlined for law abiding folks to get guns. Truly responsible gun owners, Williams says, support common-sense reforms.The talk show legend told Addicting Info that Palmer s story helped him form his opinions, that reading her words sherpad him to the conclusion that something has to be done:We agree that Palmer s words need to be read by all. Though she was not in the cafeteria she felt the loss, lived through the terror, and still struggles to cope with the terror of that day. While it might be easy to assume that the suffering begins and ends with the victims and their families, when violence occurs it hurts everyone around.In it, you will see the strength of a young woman who knows a fear many (or most) do not  the fear that someone she knows, a loved one, a friend might pick up a gun. That friends will die far too young. That life will never be normal again.I think it is safe to say that I have always been a pretty fearful person. I am afraid of failure, displeasing people, not doing the right thing; but I have never been afraid of the actual world, until now. October 24th will be a day I always remember because it has challenged almost everything that I believe in. I wasn t in the cafeteria and I wasn t close to the ones we lost. Yet still, I am not okay. And I hate the response I have been getting by admitting that. People say,  well, you weren t even in there so why do you still let it bother you?  I seriously asked myself that question for the longest time until I realized that I am allowed to feel how I feel. I feel weird, abnormal, dysfunctional, incapable, unsocial, exhausted, broken, and weak. But I also feel nothing at all.I go to school and watch everyone pretend like things are normal.I go to school and pretend things are normal.And I am so sick of it.It has been 90 days since the shooting and it seems like things are almost worse than ever Behind closed doors, that is. I think all of us realize it, but think we are too crazy to actually believe that MAYBE it is acceptable for us to still be in pain. Teachers avoid the subject because it s uncomfortable and parents avoid it because they don t know what to say. Everyone avoids it because they think they are alone.I am asking this for myself and my peers at Marysville-Pilchuck: please, someone, say something.Say something besides  It s time to get back to work! We have tests in May! Say something besides  We have to move on  or  You ll get through it .We need to hear,  It s okay to not be okay right now , because a lot of us don t think it is.It is so frustrating to be in an environment that settles for the worst just because one horrible thing has happened. The most common thing I see in my community is the mindset that horrible things are going to happen and we just have to let them. Some days I am too tired to deal with the emotions, but most days, I m just pissed off. We all need to heal, but letting fear hinder our ability to create the good things again is not helping. We have had enough taken away from us.I have a dream at least once a week that involves me being the target of a shooting at my school. Often times, one of my peers is the one holding the gun I think that is what scares me the most. This time, it wasn t some  bad guy  or stranger, it was a friend to many and a family member. I can t help but think that my dreams represent my newly-born fear of trusting other people.I guess you just never really know these days.I have been trying to write this post for about 2   months. Every few weeks, I go back and read what I had said the last time I wrote. Each time, I try to finish it, but never do. When I started, it was November 22nd. I explained what I went through on that day from beginning to end. The second entry, was right before Christmas and at that point, I was just sad. It s scary to watch myself explain how I have reached acceptance of reality, and then a few short weeks later, describe how I am absolutely falling apart. I have never been so confused in my entire life.To be honest, I still don t really know what I am trying to accomplish by writing this. Maybe someone will read it and know they aren t the only one who feels like they re just going through the motions every day. My hope isn t that you understand me, it s that I start to.Today I am angry and fearful.Angry that the world is the way it is, and fearful of the same thing.Desiree PalmerMarysville-Pilchuck High School studentIt s easy to get lost in the debate over whether or not it is worth it to enact gun legislation. After all, we often hear that  criminals don t care about gun laws    or, from more callous individuals, that  your dead kids don t trump my Constitutional rights. Lives lost in school shootings are not the  price of freedom  as we often hear. They are future doctors, lawyers, musicians, artists, police, and more. They are our future, which we see stripped away with every bullet fired as a result of our lack of action. Each time this comes up, we are fed the excuse that common-sense reforms like background checks might not have stopped the last massacre, or the one before that, or the one before that, so why bother trying,  the President said of his planned reforms.  I reject that thinking. We know we can t stop every act of violence, every act of evil in the world. But maybe we could try to stop one act of evil, one act of violence,  Obama said   and he s right. If expanded background checks and other reasonable reforms can stop a single act of violence or save a single life, then they are worth it. Period.Featured image via KIRO7",0
"BOILER ROOM – EP #49 – WHAT is REAL: Brussels, Yemen, Trump? Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher, & Spore along with Randy J of 21Wire, Jay Dyer from Jays Analysis, Daniel Spaulding of Soul of the East, Basil Valentine of Sunday Wire fame and Andy Nowicki of Alt Right Blogspot. In this broadcast listeners will be hearing us go around the BOILER ROOM on the Brussels Attack, Yemen, Trump, Cruz, Voter Fraud, Real Time Face mapping video effects and more! If you want to participate, bring something interesting to throw into the boiler Join us in the ALTERNATE CURRENT RADIO chat room.BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE! LISTEN TO THE SHOW IN THE PLAYER BELOW   ENJOY! REFERENCE LINKS:",1
" President Obama Furiously Blasts Trump And GOP For Blaming All Muslims For Terrorism President Obama is pissed off and he took Republicans and their nominee to the woodshed on Tuesday for inciting hate against all Muslims and insisting that describing terrorists using certain words will make the threat disappear.Ever since the mass shooting in Orlando, Republicans and Donald Trump have suggested that President Obama is weak on terrorism because he hasn t said the words,  radical Islamic terrorism. Apparently tired of hearing this line of bullshit, President Obama struck back with logic and reason during remarks at the Treasury Department. What exactly would using this language accomplish? What exactly would it change? Would it make ISIL less committed to try and kill Americans? Would it bring in more allies? Is there a military strategy that is served by this? The answer is none of the above. Calling a threat by a different name does not make it go away. This is a political distraction,  Obama continued before making it clear to anyone who thinks the administration is  confused  should tell that to all the terrorists who have been killed or captured by our military. The men and women who put their lives at risk and the Special Forces I ordered to get bin Laden and are now on the ground in Iraq and in Syria   they know full well who the enemy is. So do the intelligence and law enforcement officers who spent countless hours disrupting plots. And protecting all Americans, including politicians who tweet, and appear on cable news shows. They know what the nature of the enemy is. So there s no magic to the phrase  radical Islam.  It s a political talking point. Clearly, Obama was taking aim squarely at Donald Trump without even saying his name by talking about  politicians who tweet. But President Obama had more strong words to say to Republicans and Trump on the subject of discriminating against all Muslim for the actions of one in Orlando. We are now seeing how dangerous this kind of mindset and this kind of thinking can be,  Obama said in reference to Trump s renewing his hateful call to ban all Muslims from entering the country.  We re starting to see where this kind of rhetoric and loose talk and sloppiness about who exactly we re fighting, where this can lead us. Are we going to start treating all Muslim-Americans differently? Are we going to start subjecting them to special surveillance? Are we going to start discriminating them because of their faith? We ve heard these suggestions during the course of this campaign. Do Republican officials actually agree with this? Because that s not the America we want. It doesn t reflect our Democratic ideals. It will make us less safe. Here s the video via YouTube:President Obama has rarely displayed flashes of impatience or anger in response to the Republican Party, but after Trump and the GOP have started to suggest that Obama is helping the terrorists, it appears President Obama is done taking shit from them at a time when he is busy trying to take out ISIS leaders even as Republicans continue to refuse to do their part by declaring war.Indeed, if Republicans believe terrorism is such a big threat, one would think they would take the step of declaring war so that President Obama can use all the tools at his disposal to destroy the terrorists and present a united White House and Congress to the American people on this serious issue.But Trump and Republicans would rather play partisan games instead of doing their jobs to protect the American people.Featured Image: Screenshot",0
"TEXAS CIVIL RIGHTS LAWYER and Dartmouth Grad Says He’d Be “OK if #BetsyDeVos was sexually assaulted” After DeVos Announced Law Would Be Restored In College Sex Assault Cases Texas Civil Rights lawyer Rob Ranco is a partner at The Carlson Law Firm at the Round Rock, TX location. He is the supervising attorney for the firm s three Austin offices.When Rob isn t busy chasing ambulances or using a bullying incident his daughter allegedly faced at school to gain celebrity, he s publicly telling the world he d be okay if Betsy DeVos, a mother, grandmother and US Secretary of Education was sexually assaulted. It looks the real bully has been exposed Here s Rob Ranco s vile tweet, that he quickly deleted after it started to get traction on Twitter:This is what Rob s Twitter account looks like now:Here is a link to the archived tweet and to the responses Ranco got to his disgusting comment: https://archive.fo/xNdigRob Ranco, a partner in the Texas Carlson Law Firm was apparently referring to a decision made by Betsy DeVos, that she announced earlier in the week regarding changes that would be made to  Title IX as it relates to the unfair and unlawful way sexual assault cases are currently being tried on college campuses.Betsy DeVos spoke on Thursday, September 7, at George Mason University s Virginia campus. DeVos ignited a firestorm when she announced the end of yet another case of an unlawful overreach by Barack Obama, that affected every college student by stripping them of their right to due process in sexual assault cases.DeVos explained her reasoning for reversing an unfair and impractical solution to sexual assault on campuses:  Survivors, victims of a lack of due process, and campus administrators, have all told me that the current approach does a disservice to everyone involved. A student says he or she was sexually assaulted by another student on campus. If he or she isn t urged to keep quiet, or discouraged from reporting it to local law enforcement, the case goes to a school administrator, who will act as the judge and jury. The accused may or may not be told of the allegations before a decision is rendered. If there is a hearing, both the survivor and the accused, may or may not be allowed legal representation. Whatever evidence is presented may or may not be shown to all parties. The notion that a school must diminish due process rights to better serve the victim only creates more victims. A better way also means we shouldn t demand anyone become something they are not.Click HERE for video of Betsy DeVos making her announcement that has the Ivy League educated attorney so angry.Ranco brags about his huge settlement against the Austin Police Department in 2016, for excessive use of force against an innocent citizen. Rob offered to give up his salary before the case was even settled in an effort to get the Austin Police Department to admit guilt before the settlement. The Youtube videos showing him asking for an apology for his client have all been mysteriously scrubbed, but we have managed to locate the grandstanding video and can be seen below:Rob mentions his wife Tonia, who has her own website and Youtube channel that caters to women in his profile on Twitter.Tonia has also shut down her Twitter account, as her husband s disgusting remarks are sure to harm her business whose primary market appears to be women.Leave it to a liberal to be so filled with hate for anyone who doesn t agree with him, that he s willing to destroy his own career, and in the process, destroy his wife s career as well.Here s a video of Rob promoting himself and his excellent skills as a lawyer: ",0
" What Beyoncé Just Announced She Is Doing For The Children Of Flint Is Absolutely Magnificent While so many keep trashing Beyonc  Knowles for having the audacity to speak truth to power in her new single  Formation,  the singer/songwriter/actress/entertainer extraordinaire is doing what she always does: be magnificent. With the announcement of her new tour,  The Formation World Tour,  Beyonc  is giving fans the chance to give back to communities in need and through her  BeyGood  initiative partnering up with the United Way she is making sure the children of Flint, Michigan get the clean water they not only need, but deserve.A statement put out announcing her tour says: True to her life s work of always giving back, fans will be given the opportunity to participate in Beyonc s #BeyGOOD initiative supporting local United Way programs and the continued work surrounding the water crisis in Flint, Michigan. United Way of Genesee County has been at the forefront of distributing thousands of filtration pitchers, faucet mount filters, replacement cartridges and truckloads of water to underserved populations to address immediate needs in Flint Michigan. They are also partnering with the Community Foundation of Greater Flint to create a fund that will address long-term developmental, education, nutrition and health needs of the children affected by the Flint Water Crisis. Follow @beygood on Twitter for more information. Beyonc  is stepping up big time where government is letting people down. According to Essence: Funds from the foundation will address the immediate needs of thousands afflicted by the lead-polluted water. Hopefully, those who are responsible, such as Republican Gov. Rick Snyder, for this horrific poisoning of an entire community, are held responsible and face the proper repercussions. In the mean time, Beyonc  alongside Cher and several others, have made sure that these kids who have been poisoned by their government get the clean water they need and the services they deserve.Featured image: YouTube",1
"Outrageous! Apparently $68 Billion Isn’t Enough For A Cali Train Project Does anyone else see the lunacy in this? You have a broke state that s trying to build a massive bullet train system and is over budget only in America s big government system where the  goofballs think money grows on trees Is anyone else 100% FED Up! with this bullish*t? I know I am! The monumental task of building California s bullet train will require punching 36 miles of tunnels through the geologically complex mountains north of Los Angeles.Crews will have to cross the tectonic boundary that separates the North American and Pacific plates, boring through a jumble of fractured rock formations and a maze of earthquake faults, some of which are not mapped.It will be the most ambitious tunneling project in the nation s history.State officials say the tunnels will be finished by 2022   along with 300 miles of track, dozens of bridges or viaducts, high-voltage electrical systems, a maintenance plant and as many as six stations. Doing so will meet a commitment to begin carrying passengers between Burbank and Merced in the first phase of the $68-billion high-speed rail link between Los Angeles and San Francisco.However, a Times analysis of project documents, as well as interviews with scientists, engineers and construction experts, indicates that the deadline and budget targets will almost certainly be missed   and that the state has underestimated the challenges ahead, particularly completing the tunneling on time. It doesn t strike me as realistic,  said James Monsees, one of the world s top tunneling experts and an author of the federal manual on highway tunneling.  Faults are notorious for causing trouble.  The California High-Speed Rail Authority hasn t yet chosen an exact route through the mountains. It also is behind schedule on land acquisition, financing and permit approvals, among other crucial tasks, and is facing multiple lawsuits. The first construction began in Fresno in July, 21/2 years behind the target the rail authority had set in early 2012.A confidential 2013 report by the state s main project management contractor, New York-based Parsons Brinckerhoff, estimated that the cost of building the first phase from Burbank to Merced had risen 31% to $40 billion. And it projected that the cost of the entire project would rise at least 5%.Parsons Brinckerhoff briefed state officials on the estimate in October 2013, according to the document obtained by The Times. But the state used a lower cost estimate when it issued its 2014 business plan four months later.Jeff Morales, the rail authority chief executive, said he was not aware of the Parsons Brinckerhoff projection. A spokeswoman for the authority declined to discuss the differences in the estimates.Public opinion polls taken over the years have shown that support for the project has ebbed as costs have risen   and at $68 billion, the budget is already more than double the $33-billion estimate made by the rail authority before California voters approved bonds for the project seven years ago.Via: LA Times",1
"MOM AND 3 YOUNG DAUGHTERS Wearing Shorts, T-Shirts STABBED In French Resort Town By Moroccan Man For Being “Scantily Dressed”…”The religious motive of the attack is in no doubt” Remember when the French used to mock conservatives for being so closed-minded and unaccepting of their liberal values?  Remember when it was cool for Europeans to welcome anyone who wanted to cross their borders into their countries with open arms? A woman and her three daughters have been stabbed in a French resort for being  scantily dressed .An eight-year-old girl was left fighting for her life after the attack in the Garde-Colombe in the Hautes-Alpes region of Southern France.The man is believed to have attacked the three girls outside the family s apartment before entering the building and attacking the mother.Jean-Marc Duprat, a deputy mayor for the town of Laragne-Monteglin in the Hautes-Alpes region said the suspect, who is not related to them, was upset they were wearing shorts and T-shirts.The girls are believed to be aged eight, 12 and 14 while their mother is 46. The knifeman is alleged to have fled the scene by car before being arrested.Amaury Navarranne from the regional council said:  The religious motive of the attack is in no doubt. Via: Metro ",1
" Trump Finally Delivers On Promised Phone Call To Soldier’s Wife, Says The Most Disgusting Thing EVER After two days of controversy over Donald Trump s lack of response, attention, or even seeming to notice the four soldiers who died in an ambush in Niger nearly two weeks ago, he finally called the pregnant widow of one of the fallen soldiers, Sergeant LaDavid Johnson. At Miami International Airport, where she awaited the remains of her 25-year-old husband, Myeshia Johnson took the president s 5-minute call.On hand with Myeshia Johnson was Congresswoman Frederica Wilson, the US Representative from Johnson s district. Wilson has been critical of Trump s response   or lack of one   for longer than this has even been in the national spotlight. Sgt. Johnson s body was left behind after the ambush, and not recovered by the military for two days after the operation. Many questions remain about the ambush, the operation, and the planning that went into the entire effort. Some consider Trump s bluster on calling military families and his attack on President Barack Obama to be a distraction from those questions that have arisen.According to Rep Wilson, the phone call was  insensitive and insane,  and if accurate, what she conveyed from Sgt. Johnson s widow is possibly the worst thing anyone has ever said to the widow of a soldier, let alone the worst thing a president has said. Trump told Mrs. Johnson, He knew what he signed up for But when it happens it hurts anyway. Those are the words of a man who has either never suffered a loss or has never cared about one.The call was first reported by Ross Palombo, the Washington Bureau Chief for an ABC affiliate in Miami. After Palombo tweeted about the Congresswoman s account of the call, he was contacted by the White House, only for officials to chide him and tell him that the affair was none of his business:BREAKNG: Top White House official tells me about @realDonaldTrump comment to soldier s widow  The President s conversations with the families of American heroes who have made the ultimate sacrifice are private.  @WPLGLocal10  Ross Palombo (@RossPalombo) October 18, 2017This kind of response is, unfortunately, just what America has come to expect from the disgusting Donald Trump and his cohorts in the White House.Featured image via Mark Wilson/Getty Images",1
"HILLARY CLINTON CRONYISM VIOLATES FEDERAL RULES: Chelsea’s “Best Friend” Given Millions In Contracts With The Feds…A New Low! Former Secretary of State Hillary Clinton sought to arrange Pentagon and State Department consulting contracts for her daughter s friend, prompting concerns of federal ethics rules violations.Clinton in 2009 arranged meetings between Jacqueline Newmyer Deal, a friend of Chelsea Clinton and head of the defense consulting group Long Term Strategy Group, with Pentagon officials that involved contracting discussions, according to emails from Clinton s private server made public recently by the State Department. Clinton also tried to help Deal win a contract for consulting work with the State Department s director of policy planning, according to the emails.Deal is a close friend of Chelsea Clinton, who is vice chair of the Clinton Foundation. Emails between the two were included among the thousands recovered from a private email server used by the secretary of state between 2009 and 2013. Chelsea Clinton has described Deal as her best friend. Both Clintons attended Deal s 2011 wedding.Here s a little blurb from the fashion rag WWD on an event the two attended together: This story first appeared in the October 20, 2011 issue of WWD. Wearing a short-skirted black Chanel dress, Clinton began by crediting her longtime friend Jacqueline Newmyer.  Jackie invited me to see  Romeo and Juliet,  she said, remembering back to 1995.  The next time, I got my parents to come. And I have been coming here ever since.  That historic family night out occurred three years later. She and her parents arrived at the theater two days after Christmas 1998 and a week after the House of Representatives voted to impeach her father. The show they saw? None other than  Twelfth Night,  a tale of magical transformation. Talk about Freudian.Later, at the after party, Clinton elaborated on the nearly 20-year friendship with Newmyer, putting to lie the old Harry Truman quip  If you want a friend in Washington, get a dog.   Jackie and I are still best friends,  said Clinton, who met Newmyer her first year in Washington at the Sidwell Friends School.  She was in my wedding, and I was in hers.  Clinton, 31, continues to work on snagging her Oxford Ph.D. while working at New York University and with the Clinton Foundation and the Clinton Global Initiative. Newmyer, 32, is the president of the Long Term Strategy Group, a military research firm in Cambridge, Mass.Government cronyism, or the use of senior positions to help family friends, is not illegal. However, the practice appears to violate federal ethics rules that prohibit partiality, or creating the appearance of conflicts of interest.Specifically, the Code of Federal Ethics states that government employees  shall act impartially and not give preferential treatment to any private organization or individual.  Pentagon ethics guidelines also call for avoiding actions that would create even the appearance of improper behavior or conflicts of interest.The Clinton email exchanges with Deal between 2009 and 2011 were among tens of thousands of private emails made public by the State Department under pressure from Congress and the public interest law firm Judicial Watch.Read more: WFB",0
" Longtime Republican Strategist Just Cast Her Vote For Hillary This is not something that happens every day, but it s exactly what Ana Navarro did on Monday.Navarro has been a Republican since Ronald Reagan was in office, but the rise of Donald Trump as the GOP nominee has disgusted her so much that she denounced the party said she would be writing in her mother s name on her ballot rather than give a vote to Trump.But Navarro changed her mind after thinking about the close election in Florida in 2000 in which George W. Bush won by a mere 537 votes. As a Florida resident, Navarro doesn t want a repeat that send Trump to the White House.So she cast her vote for Hillary and told the world all about it in a column published on CNN.I had hoped that a week before the election, Trump would be losing Florida by a large enough margin that my vote wouldn t matter. But darn it, my home state is too close to call. Florida could be the decisive state (again) as to who ultimately becomes the next president of the United States. I thought back to the 2000 election, which was decided by 537 votes in Florida. I thought about how I would feel if the same thing happened in 2016. I thought and I thought and I thought .Then I cast my vote for Hillary Clinton. Let me rephrase that. I cast my vote against Donald Trump. I did it without joy or enthusiasm. I did it out of civic duty and love for our country.Navarro, who is an immigrant, said she voted against Trump because of the way he has insulted and demonized immigrants like her over the past year and half. On the first day of his campaign, Trump called Mexicans  rapists  and as a Hispanic immigrant that infuriated Navarro. I voted against Donald Trump for every American who looks and sounds like me,  Navarro wrote.  Because we love this country. We are proud of this country. We stand as equals in the United States of America. Trump has also repeatedly insulted women, and as a woman herself, that disgusted Navarro to her core. I voted against Donald Trump because of all women in my life who have been sexually harassed or assaulted and remained silent, bearing the embarrassment, even shame, for years,  she continued.And Trump has also insulted disabled Americans, which made this election gave Navarro a more personal reason to vote against Trump.I voted against Trump because of Daniel Navarro, my severely disabled brother. My entire life, I have been pained and angered seeing young kids stare at him and mimic his disability. I had never seen a grown man mimic a disabled person. Trump did so in front of thousands of people at one of his rallies. In front of millions of people watching on TV. Most of us would punish our children for exhibiting such behavior.For Navarro it came down to choosing a candidate who has bad character or a candidate who made some bad judgments. In the end, Navarro voted for the latter because she believes a president needs to be a role model for children and while bad judgments can be avoided in the future, bad character won t change.She slammed Trump for being a terrible role model and blasted him for calling our democratic system rigged just because he is losing. And that s why she urged everyone to use their vote as a weapon to defeat Trump. Some tell me, in 2016 we should no longer expect the president of the United States to be a role model,  Navarro wrote.  I refuse to accept that. The president of the United States has to lift us all in moments of national grief. The president of the United States has to hug the children and spouses of fallen soldiers. That person represents us all. That person is recognized as the face and the voice for America in front of the rest of the world, and more importantly, by our children. A person supported by the Klu Klux Klan and its former Grand Wizard David Duke can never represent me. He can never be a role model for me.We each have a right and a duty to make a personal choice based on those things that are most important to us, that we value most. My conscience compels me to do every little thing I can to make sure a bad person is not our next president. In America, we don t choose our leaders through violence or armed insurrections.One vote is our right. One vote is our weapon. I am exercising mine against Donald Trump.Donald Trump is so toxic that many Republicans like Navarro have jumped ship to endorse or vote for Hillary Clinton. So much so that some red states such as Texas, Arizona, and Georgia are in play for the Democrats this year and may end up becoming battleground states in elections to come. That s how bad Republicans screwed up by choosing Trump as their leader.Featured Image: Twitter",0
" Elizabeth Warren Announces That A Major For Profit School Is Banned From Accepting Students If there s one thing Elizabeth Warren hates, it s when ordinary citizens get the wool pulled over their eyes and are taken advantage of by greedy corporations.In an effort to make at least one company no longer have the ability to cheat students out of a proper education and tens of thousands of dollars, ITT Tech will no longer be allowed to accept students.Warren took to Facebook to make the announcement: ITT Tech   a massive, for-profit college   is currently under investigation by 20 state and federal agencies for cheating students. The SEC, the Consumer Financial Protection Bureau, and Massachusetts Attorney General Maura Healey are all suing them for fraud. ITT Tech failed, again, to meet the scandalously low standards of its accrediting agency, but still sucked down a whopping $600 million in taxpayer dollars last year.Today, the Department of Education has finally declared that enough is enough, banning ITT Tech from enrolling any new students with federal student loan and grant dollars this fall. ITT s free ride is finally over, and the message couldn t be clearer: We will no longer stand by and allow these shady institutions to bilk taxpayers and cheat students. https://www.facebook.com/senatorelizabethwarren/posts/636549976507499Warren also posts a link that explains what is happening and what current students can do or expect. Part of the article explains:As a current ITT student with federal loans, you have some options:You can continue your courses at ITT with your federal student aid. There s no immediate change to your program.You can transfer your credits to a new school (if that school accepts them) and complete your education.You can pause your education and wait to see how this matter resolves itself in the coming months. If ITT closes before you finish your program and you don t transfer your credits, you will likely be eligible to discharge your federal loans.This is huge news, and long overdue. All too often these for-profit schools continue to take money while providing subpar education, often not properly accredited. These schools spend more on advertising than education and take advantage of people who may not necessarily realize they are being robbed.It is wonderful to finally see some justice be made and watch at least another one of these scam schools be given what is long overdue.Featured Photo by Alex Wong/Getty Images",0
" Conservative Commentator Uses Nancy Reagan’s Death To Launch Racist Attack On Michelle Obama (TWEETS) When news of the death of former First Lady Nancy Reagan came through on Sunday, the majority of liberals and conservatives put aside their differences to send condolences to the family and reflect on her contribution to the nation. But for one conservative commentator, it was the perfect opportunity to attack First Lady Michelle Obama.Conservative blogger and trollumnist Debbie Schlussel struck out on Twitter on Sunday with this pathetic assault on the First Lady.Nancy Reagan brought style & glamour back to the White House & Then Michelle Hussein Obama Took It Away. RIP #tcot #gop #NancyReagan  Debbie Schlussel (@DebbieSchlussel) March 6, 2016Schlussel is a what one might refer to as an ultra-Zionist, a hardliner on Israel who sees no issue with the collective imprisonment and punishment of non-Jews in Israel-Palestine in order to create Jewish Supremacist Apartheid state. To argue on behalf of human rights, democracy and pluralism of race and faith in Israel, is to Schlussel, an anti-Semitic attack.As an example of just how far Schlussel is willing to go to pursue that agenda, check out her response to the murder of American hostage Kayla Mueller by ISIS last year. In a blog post entitled Dead ISIS Hostage Was Jew-Hating, Anti-Israel Bitch,   she wrote that Mueller was:a Jew-hating, anti-Israel piece of crap So, it s poetic justice that Mueller spent her last months as a hostage of the Islamic terrorists with whom she thought she had some sort of kinship and sisterhood. And that she died in their hands.She concludes her piece with the sentence:Buh-bye, Kayla. Have fun with your 72 Yasser Arafats.What evidence was there that Mueller was  jew-hating ? The aid worker s list of previous humanitarian efforts included escorting Palestinian children to school in Hebron in the occupied West Bank, to protect them from violent Jewish-Israeli settlers. The video below is an example of the sort of violence from which the school children need protecting.  Schlussel s attacks on the First Lady and the President are based not on the fact that they are black, but on the presumption that they are Muslim, and that by virtue of being Muslim, they are evil, anti-Semitic and dangerous.Unfortunately for Schlussel, Twitter users were not up for drinking her particular brand of Kool Aid. One person summed it up quite neatly @DebbieSchlussel I bet Mrs. Reagan is spitting on your head from Heaven.  AAmom (@AVD911) March 6, 2016And another @DebbieSchlussel you're actually racist scum  dmbrandon!! (@juiceDiem) March 6, 2016While this person made a rather helpful suggestion.@DebbieSchlussel let some light into your hateful heart   Chuck Daly (@ChuckDaly) March 6, 2016Former Will and Grace star Debra Messing drew attention to Schlussel s tweet, condemning it openly.Shame on you https://t.co/GPNI7EbqBs  Debra Messing (@DebraMessing) March 6, 2016So Schlussel spent the rest of Sunday hate-tweeting Messing (getting no response) for the crime of speaking out against racism. Stay classy Schlussel. Featured image via Flickr",1
"BREAKING: SCREEN SHOTS OF WEBSITE SHOW BULK DISCOUNTS ON ABORTED BABY PARTS FROM PLANNED PARENTHOOD PARTNER Yesterday we told you about the company who buys aborted baby organs from Planned Parenthood. Many of our readers were in disbelief and demanded proof that StemExpress was an actual company that sold baby parts online. Here is the undercover video that exposed Planned Butcherhood: Here is your proof: StemExpress, the California-based company that serves as a middleman between Planned Parenthood and the organizations that seek body parts harvested from aborted babies, once advertised bulk discounts for baby organs and body parts. A screencap taken from a StemExpress page listing fetal liver products shows that the company openly boasted of bulk buying discounts available to new customers. Become a StemExpress customer today to receive 25% off your first order up to $1,000!  blasted an archived web page from 2012.The baby organ trade is a lucrative one for StemExpress. As recently as December 2014, packages of what StemExpress described as  fresh  fetal liver stem cells were listed at more than $24,000, according to an archived page listing its products and prices.Yesterday morning news broke that Planned Parenthood, the nation s largest and most profitable abortion provider, was in the business of trafficking organs taken from aborted unborn babies. Planned Parenthood s top medical director, Deborah Nucatola, was captured on tape trying to sell body parts from aborted babies and bragging about how she conducts abortions in order to maximize the number of organs and body parts that can be extracted from the children.StemExpress also advertised the financial rewards and benefits that can come from buying and selling baby body parts.Although Planned Parenthood vehemently attacked the Center for Medical Progress for releasing its damning video, the billion-dollar abortion provider did not deny charges that it was harvesting organs, tissue, and body parts from aborted babies.Via: The Federalist",1
"MAXINE WATERS TELLS THE “GREATEST DESIRE” FOR NASTY DEMS: “To Lead Trump Right Into Impeachment” [Video] Congresswoman @MaxineWaters, on working with President Trump:  My greatest desire is to lead him right into impeachment.  #CheddarLIVE pic.twitter.com/Hr5THHR3XM  Cheddar (@cheddar) February 3, 2017",0
